PAYERGROUPCODE,STATECODE,MONTHUID,PMPM,PMPM_FORECAST,PMPM_FORECAST_LOWER,PMPM_FORECAST_UPPER,PMPM_FORECAST_MAE,MODEL
All,RI,2019-09,482.820325495,490.129429031,444.751982401,535.063239034,73.295345591,PROPHET
All,RI,2019-10,549.000529753,489.402129021,439.897891056,535.180963506,73.295345591,PROPHET
All,RI,2019-11,490.648842714,488.650585678,437.007332554,533.945388192,73.295345591,PROPHET
All,RI,2019-12,418.289911457,487.923285669,436.780005614,538.593480025,73.295345591,PROPHET
All,RI,2020-01,,487.171742326,441.432020888,533.509104645,73.295345591,PROPHET
All,RI,2020-02,,486.420198982,441.343852271,535.289047694,73.295345591,PROPHET
All,SC,2019-01,383.679706728,387.261489193,362.749788558,410.708203375,35.058016249,PROPHET
All,SC,2019-02,374.542273771,384.414361277,361.833329075,407.778235275,35.058016249,PROPHET
All,SC,2019-03,390.111858876,381.842761846,357.770602652,405.654382569,35.058016249,PROPHET
All,SC,2019-04,384.061703625,378.995633848,354.05984244,403.663213861,35.058016249,PROPHET
All,SC,2019-05,385.378166712,376.240348721,351.201369143,399.874193359,35.058016249,PROPHET
All,SC,2019-06,343.988900728,373.393220704,350.399539573,395.564039273,35.058016249,PROPHET
All,SC,2019-07,376.890797109,370.637935526,348.762135444,396.421080066,35.058016249,PROPHET
All,SC,2019-08,387.432991235,367.790807464,344.472511973,390.784606928,35.058016249,PROPHET
All,SC,2019-09,373.443757908,364.943679357,341.026415537,389.388619764,35.058016249,PROPHET
All,SC,2019-10,383.792307554,362.18839407,338.118036281,386.769000831,35.058016249,PROPHET
All,SC,2019-11,315.284117292,359.34126594,334.565328207,382.00636111,35.058016249,PROPHET
All,SC,2019-12,365.131783048,356.585980653,332.226764289,379.230055557,35.058016249,PROPHET
All,SC,2020-01,,353.738852523,329.52619849,376.931289303,35.058016249,PROPHET
All,SC,2020-02,,350.891724393,325.899351572,373.488860401,35.058016249,PROPHET
All,SD,2019-01,248.54173467,238.10982466,207.918321245,268.913294512,10.236254337,PROPHET
All,SD,2019-02,233.913665505,239.726115772,208.634685265,268.376301884,10.236254337,PROPHET
All,SD,2019-03,263.103151339,241.18599162,210.524433157,270.417026621,10.236254337,PROPHET
All,SD,2019-04,245.026702041,242.802282748,211.899417555,275.585285765,10.236254337,PROPHET
All,SD,2019-05,260.63608149,244.366435443,214.822622358,273.602501537,10.236254337,PROPHET
All,SD,2019-06,229.65629677,245.982726573,216.958899954,276.236361845,10.236254337,PROPHET
All,SD,2019-07,184.542855826,247.546879277,219.188102656,279.497186933,10.236254337,PROPHET
All,SD,2019-08,232.794550792,249.163170412,219.841862937,278.435764482,10.236254337,PROPHET
All,SD,2019-09,264.115650624,250.779461562,221.667364123,279.630356948,10.236254337,PROPHET
All,SD,2019-10,282.439724311,252.343614286,222.887708172,284.060395034,10.236254337,PROPHET
All,SD,2019-11,249.319245522,253.959905433,224.302192601,283.772804037,10.236254337,PROPHET
All,SD,2019-12,267.573000545,255.524058156,225.770217165,284.439200768,10.236254337,PROPHET
All,SD,2020-01,,257.140349304,225.402394025,287.554469139,10.236254337,PROPHET
All,SD,2020-02,,258.756640451,227.496557875,288.236727732,10.236254337,PROPHET
All,TN,2019-01,319.995570152,332.125341011,311.150362211,355.084088425,24.471508474,PROPHET
All,TN,2019-02,320.113760079,335.315861297,313.788129114,356.407097839,24.471508474,PROPHET
All,TN,2019-03,330.020393574,338.197621558,314.364783981,360.205842399,24.471508474,PROPHET
All,TN,2019-04,377.309466455,341.388141848,318.582836366,362.87331181,24.471508474,PROPHET
All,TN,2019-05,361.706917027,344.47574213,321.45345756,365.010276965,24.471508474,PROPHET
All,TN,2019-06,323.987060812,347.666262415,325.783506528,369.886132418,24.471508474,PROPHET
All,TN,2019-07,359.735855573,350.753862684,327.957231448,371.420047289,24.471508474,PROPHET
All,TN,2019-08,368.257026919,353.944382959,331.291007348,375.763932057,24.471508474,PROPHET
All,TN,2019-09,351.216320744,357.134903238,335.265964749,377.596916261,24.471508474,PROPHET
All,TN,2019-10,372.5714679,360.222503501,339.183503484,382.237337657,24.471508474,PROPHET
All,TN,2019-11,341.333764298,363.413023772,341.972685638,385.934081103,24.471508474,PROPHET
All,TN,2019-12,363.977289439,366.500624034,343.095496976,388.523995327,24.471508474,PROPHET
All,TN,2020-01,,369.691144306,347.522383364,391.771578502,24.471508474,PROPHET
All,TN,2020-02,,372.881664577,350.084708582,394.017831449,24.471508474,PROPHET
All,TX,2019-01,537.93295116,538.338720871,514.63742688,561.44647437,25.406082472,PROPHET
All,TX,2019-02,529.170175309,537.891030453,513.731192403,560.517150009,25.406082472,PROPHET
All,TX,2019-03,541.422795903,537.486664905,514.62976903,560.471244775,25.406082472,PROPHET
All,TX,2019-04,555.086122429,537.038974477,512.142903196,558.22970851,25.406082472,PROPHET
All,TX,2019-05,547.831368439,536.605725703,513.874349385,560.418209788,25.406082472,PROPHET
All,TX,2019-06,496.518013913,536.158035297,512.00634868,559.224538739,25.406082472,PROPHET
All,TX,2019-07,523.997415891,535.724786519,511.96769939,560.368587434,25.406082472,PROPHET
All,TX,2019-08,557.464548692,535.277096157,513.145048559,558.355089247,25.406082472,PROPHET
All,TX,2019-09,536.083986334,534.829405823,511.142439186,557.280456897,25.406082472,PROPHET
All,TX,2019-10,563.521877892,534.396157076,510.646072683,556.976765283,25.406082472,PROPHET
All,TX,2019-11,512.047209163,533.948466704,511.33836381,557.62551646,25.406082472,PROPHET
All,TX,2019-12,530.345355228,533.515217957,508.501019669,557.338181521,25.406082472,PROPHET
All,TX,2020-01,,533.067527585,510.24965624,556.805853197,25.406082472,PROPHET
All,TX,2020-02,,532.619837213,509.230311125,556.447002515,25.406082472,PROPHET
All,UT,2019-01,278.227397035,290.593457191,260.580542529,322.869113787,43.205809176,PROPHET
All,UT,2019-02,282.016582328,285.061382421,253.134545313,313.390355624,43.205809176,PROPHET
All,UT,2019-03,279.752702134,280.06466973,249.630812288,308.538383142,43.205809176,PROPHET
All,UT,2019-04,285.378272952,274.532594709,244.476762433,304.729065996,43.205809176,PROPHET
All,UT,2019-05,284.592915378,269.178973663,239.373449328,298.184387183,43.205809176,PROPHET
All,UT,2019-06,252.532288498,263.646898798,234.541138356,293.045538056,43.205809176,PROPHET
All,UT,2019-07,242.276408964,258.293277711,228.791544687,287.737281609,43.205809176,PROPHET
All,UT,2019-08,275.313553444,252.761202678,220.514061003,280.691684931,43.205809176,PROPHET
All,UT,2019-09,261.388993713,247.229127377,218.864577032,276.64708782,43.205809176,PROPHET
All,UT,2019-10,257.427072626,241.875506314,212.806665339,272.842372286,43.205809176,PROPHET
All,UT,2019-11,172.706795365,236.343431215,205.625936716,266.04977406,43.205809176,PROPHET
All,UT,2019-12,256.030032564,230.989810152,203.188445867,261.029582329,43.205809176,PROPHET
All,UT,2020-01,,225.457735053,195.749373842,255.309470746,43.205809176,PROPHET
All,UT,2020-02,,219.925659954,190.27692883,252.665120449,43.205809176,PROPHET
All,Unknown,2019-01,231.098147211,254.086841036,218.441748403,290.440363289,20.087777026,PROPHET
All,Unknown,2019-02,210.8758108,255.694914086,217.855852038,292.999173832,20.087777026,PROPHET
All,Unknown,2019-03,287.639621137,257.147367181,218.463016151,298.195360407,20.087777026,PROPHET
All,Unknown,2019-04,262.787348543,258.755440232,220.025875714,296.389763862,20.087777026,PROPHET
All,Unknown,2019-05,306.812129604,260.311639954,224.46399138,298.622373887,20.087777026,PROPHET
All,Unknown,2019-06,292.272965831,261.919712994,223.916603965,298.633856631,20.087777026,PROPHET
All,Unknown,2019-07,253.877601808,263.47591271,229.179591967,301.16063528,20.087777026,PROPHET
All,Unknown,2019-08,248.548164179,265.083985729,228.009339241,304.522008544,20.087777026,PROPHET
All,Unknown,2019-09,267.351214962,266.692058752,228.638949583,303.111623471,20.087777026,PROPHET
All,Unknown,2019-10,292.638888144,268.248258435,230.260424187,304.228642306,20.087777026,PROPHET
All,Unknown,2019-11,217.43384307,269.856331441,232.247344799,306.725523583,20.087777026,PROPHET
All,Unknown,2019-12,282.615587999,271.412531124,235.236430167,304.934735401,20.087777026,PROPHET
All,Unknown,2020-01,,273.020604129,235.439539261,309.432397167,20.087777026,PROPHET
All,Unknown,2020-02,,274.628677135,238.487333025,311.994688181,20.087777026,PROPHET
All,VA,2019-01,420.954549803,413.433540008,389.245640007,435.81100594,16.935807058,PROPHET
All,VA,2019-02,395.091198656,413.49228673,393.062586395,435.342432501,16.935807058,PROPHET
All,VA,2019-03,428.085051939,413.545348284,390.765487648,436.142686984,16.935807058,PROPHET
All,VA,2019-04,426.680048753,413.60409499,392.411272916,435.446627637,16.935807058,PROPHET
All,VA,2019-05,429.585685376,413.660946655,391.509600104,436.489922445,16.935807058,PROPHET
All,VA,2019-06,384.046832605,413.719693387,391.265150723,438.373090531,16.935807058,PROPHET
All,VA,2019-07,416.03572567,413.776545075,392.333954831,437.080399401,16.935807058,PROPHET
All,VA,2019-08,404.51733046,413.83529185,389.992285316,436.58541283,16.935807058,PROPHET
All,VA,2019-09,388.856231977,413.894038632,390.466681427,437.053340179,16.935807058,PROPHET
All,VA,2019-10,436.850364176,413.950890414,391.455247764,436.637218894,16.935807058,PROPHET
All,VA,2019-11,400.417251359,414.009637255,390.684301986,435.010279239,16.935807058,PROPHET
All,VA,2019-12,433.706366772,414.066489037,392.307272013,436.628874262,16.935807058,PROPHET
All,VA,2020-01,,414.125235878,391.393331636,436.429427448,16.935807058,PROPHET
All,VA,2020-02,,414.183982719,391.613267934,437.468795246,16.935807058,PROPHET
All,VT,2019-01,505.933406367,464.225924875,416.445586826,514.011559407,15.878142533,PROPHET
All,VT,2019-02,377.906558325,463.089283032,410.247009096,514.208775152,15.878142533,PROPHET
All,VT,2019-03,469.049287265,462.062638782,410.208903456,516.313841902,15.878142533,PROPHET
All,VT,2019-04,475.984137754,460.925996917,411.593021263,513.839688938,15.878142533,PROPHET
All,VT,2019-05,535.765009023,459.826020912,411.273464048,510.934262317,15.878142533,PROPHET
All,VT,2019-06,432.416420491,458.68937903,406.869216423,509.487400692,15.878142533,PROPHET
All,VT,2019-07,428.548868172,457.58940303,405.510503468,514.932576636,15.878142533,PROPHET
All,VT,2019-08,476.837050992,456.45276115,406.89794609,508.229911567,15.878142533,PROPHET
All,VT,2019-09,407.039837932,455.316119275,400.953378544,507.59774651,15.878142533,PROPHET
All,VT,2019-10,470.150848485,454.216143282,406.291142601,505.051431784,15.878142533,PROPHET
All,VT,2019-11,475.484513539,453.079501423,400.121634097,507.002738212,15.878142533,PROPHET
All,VT,2019-12,447.960649062,451.97952543,398.961527826,505.434365317,15.878142533,PROPHET
All,VT,2020-01,,450.84288357,399.035561128,504.833978138,15.878142533,PROPHET
All,VT,2020-02,,449.706241711,396.855992609,497.639941266,15.878142533,PROPHET
All,WA,2019-01,374.152999663,373.061427855,322.962839222,419.968036117,69.122893533,PROPHET
All,WA,2019-02,322.030593377,365.143144193,317.116080351,413.165834506,69.122893533,PROPHET
All,WA,2019-03,363.762166684,357.991146063,307.638523963,406.74649837,69.122893533,PROPHET
All,WA,2019-04,356.671857495,350.072862408,300.560406781,398.747095512,69.122893533,PROPHET
All,WA,2019-05,372.400983361,342.410007252,292.223677134,391.558100411,69.122893533,PROPHET
All,WA,2019-06,328.615120655,334.491723586,290.076272292,383.08211386,69.122893533,PROPHET
All,WA,2019-07,334.495627575,326.828868439,278.468739605,373.835826506,69.122893533,PROPHET
All,WA,2019-08,350.238287511,318.910584808,271.917740066,367.407066637,69.122893533,PROPHET
All,WA,2019-09,323.999003833,310.992301147,265.316158922,362.204156061,69.122893533,PROPHET
All,WA,2019-10,325.348440241,303.329424793,255.325820869,348.91794266,69.122893533,PROPHET
All,WA,2019-11,190.133902608,295.411119227,246.741545522,343.323862522,69.122893533,PROPHET
All,WA,2019-12,324.739550239,287.748242872,240.739990442,333.296564244,69.122893533,PROPHET
All,WA,2020-01,,279.829937306,230.48890456,327.050844854,69.122893533,PROPHET
All,WA,2020-02,,271.91163174,224.455420773,319.240819741,69.122893533,PROPHET
All,WI,2019-01,360.920720716,358.718861365,337.685864132,381.472768722,8.655314942,PROPHET
All,WI,2019-02,338.707169229,357.189437221,333.723894648,379.533495761,8.655314942,PROPHET
All,WI,2019-03,374.424366006,355.808021853,333.634962453,375.851304932,8.655314942,PROPHET
All,WI,2019-04,363.066800133,354.278597702,332.53711965,374.911520125,8.655314942,PROPHET
All,WI,2019-05,372.767090474,352.798509812,330.373397357,373.27736165,8.655314942,PROPHET
All,WI,2019-06,327.957215317,351.269085647,328.339877139,372.413975574,8.655314942,PROPHET
All,WI,2019-07,326.788166606,349.788997741,327.47651426,371.48910011,8.655314942,PROPHET
All,WI,2019-08,353.442794533,348.259573572,326.306835355,369.784772631,8.655314942,PROPHET
All,WI,2019-09,343.39170916,346.7301494,325.87090326,368.074114797,8.655314942,PROPHET
All,WI,2019-10,369.707940976,345.250061488,323.190904525,367.469032437,8.655314942,PROPHET
All,WI,2019-11,320.647642297,343.720637312,321.996631234,364.054414698,8.655314942,PROPHET
All,WI,2019-12,354.298994083,342.2405494,321.05805431,365.063151544,8.655314942,PROPHET
All,WI,2020-01,,340.711125224,319.139692912,364.134827705,8.655314942,PROPHET
All,WI,2020-02,,339.181701048,316.858088669,361.016333513,8.655314942,PROPHET
All,WV,2019-01,348.662419058,359.657656979,319.000352096,399.416456336,43.706178763,PROPHET
All,WV,2019-02,323.535019128,362.560252962,323.855072408,405.28557862,43.706178763,PROPHET
All,WV,2019-03,373.30982378,365.181952551,325.52732453,404.862947832,43.706178763,PROPHET
All,WV,2019-04,377.803962312,368.084548493,326.305628646,409.605335708,43.706178763,PROPHET
All,WV,2019-05,392.775487066,370.893512288,329.897102341,414.027286671,43.706178763,PROPHET
All,WV,2019-06,331.778526934,373.796108214,331.28630685,412.979853562,43.706178763,PROPHET
All,WV,2019-07,412.707303433,376.605071979,338.727277125,416.225971046,43.706178763,PROPHET
All,WV,2019-08,429.346056622,379.50766788,338.672058726,421.207763564,43.706178763,PROPHET
All,WV,2019-09,401.763638809,382.410263737,340.799520904,424.32586899,43.706178763,PROPHET
All,WV,2019-10,414.219603177,385.219227453,345.746389735,425.72992514,43.706178763,PROPHET
All,WV,2019-11,346.742335622,388.121823292,347.2537733,431.215661345,43.706178763,PROPHET
All,WV,2019-12,350.443870328,390.930787008,352.598647256,429.337373231,43.706178763,PROPHET
All,WV,2020-01,,393.833382848,353.792150728,433.536172698,43.706178763,PROPHET
All,WV,2020-02,,396.735978687,357.923232067,435.987875394,43.706178763,PROPHET
All,WY,2019-01,356.979662683,299.370197778,255.490638691,341.457387715,34.02208341,PROPHET
All,WY,2019-02,238.748572253,295.486159156,252.201110516,339.054344169,34.02208341,PROPHET
All,WY,2019-03,303.801318787,291.977995245,246.099018913,335.227043945,34.02208341,PROPHET
All,WY,2019-04,317.669998072,288.093956657,244.325874207,333.274140137,34.02208341,PROPHET
All,WY,2019-05,272.906471379,284.335209631,240.878086945,327.071763317,34.02208341,PROPHET
All,WY,2019-06,227.062180882,280.451171031,234.107701541,325.655120217,34.02208341,PROPHET
All,WY,2019-07,261.616966335,276.692423997,233.885673857,319.193026273,34.02208341,PROPHET
All,WY,2019-08,267.031503203,272.808385389,227.759940552,318.919179307,34.02208341,PROPHET
All,WY,2019-09,304.134156808,268.924346806,222.484375642,312.822569312,34.02208341,PROPHET
All,WY,2019-10,273.07219659,265.165599804,222.794374073,309.131526444,34.02208341,PROPHET
All,WY,2019-11,227.048407708,261.281561236,217.269112304,303.726199529,34.02208341,PROPHET
All,WY,2019-12,290.936244631,257.522814234,216.280216577,302.301656706,34.02208341,PROPHET
All,WY,2020-01,,253.638775666,209.874325413,300.425207215,34.02208341,PROPHET
All,WY,2020-02,,249.754737097,204.219874926,291.370961128,34.02208341,PROPHET
Commercial,AK,2019-01,200.89979896,292.237667638,232.912523327,346.861527512,23.001943082,PROPHET
Commercial,AK,2019-02,397.113509447,290.539644185,233.394290153,346.029487709,23.001943082,PROPHET
Commercial,AK,2019-03,299.832730783,289.005945554,233.057862988,345.291400377,23.001943082,PROPHET
Commercial,AK,2019-04,296.739448568,287.307922047,231.745051598,343.254022891,23.001943082,PROPHET
Commercial,AK,2019-05,280.584777542,285.664673506,227.88208838,344.570973437,23.001943082,PROPHET
Commercial,AK,2019-06,266.326289655,283.966650029,223.597003097,342.911297427,23.001943082,PROPHET
Commercial,AK,2019-07,244.885043298,282.323401516,224.13272491,342.104819074,23.001943082,PROPHET
Commercial,AK,2019-08,304.340064702,280.625378033,226.724930811,339.654954305,23.001943082,PROPHET
Commercial,AK,2019-09,276.271179432,278.927354578,222.017953396,334.369205415,23.001943082,PROPHET
Commercial,AK,2019-10,299.681526828,277.284106065,222.243251341,333.849883084,23.001943082,PROPHET
Commercial,AK,2019-11,242.698094722,275.586082601,218.080436366,335.255763636,23.001943082,PROPHET
Commercial,AK,2019-12,288.125699199,273.942834088,217.534920187,332.578716147,23.001943082,PROPHET
Commercial,AK,2020-01,,272.244810624,215.036348411,330.459927223,23.001943082,PROPHET
Commercial,AK,2020-02,,270.546787161,213.119869937,328.920902877,23.001943082,PROPHET
Commercial,AL,2019-01,239.947519366,246.660505036,232.634970086,261.340202075,14.254926315,PROPHET
Commercial,AL,2019-02,243.264951536,247.803270064,234.008321412,261.811767455,14.254926315,PROPHET
Commercial,AL,2019-03,261.227617068,248.835444929,234.944904339,263.716683025,14.254926315,PROPHET
Commercial,AL,2019-04,258.23670291,249.978209956,235.851138943,264.350884659,14.254926315,PROPHET
Commercial,AL,2019-05,237.618531824,251.0841116,237.642581303,264.366280998,14.254926315,PROPHET
Commercial,AL,2019-06,238.662537502,252.226876638,238.211862678,266.92106748,14.254926315,PROPHET
Commercial,AL,2019-07,273.144395458,253.332778291,239.124362881,266.985927317,14.254926315,PROPHET
Commercial,AL,2019-08,253.91207526,254.47554326,240.002998466,269.146051563,14.254926315,PROPHET
Commercial,AL,2019-09,266.111093579,255.618308221,241.05135093,268.577030165,14.254926315,PROPHET
Commercial,AL,2019-10,259.349534342,256.724209785,243.288006032,270.921869606,14.254926315,PROPHET
Commercial,AL,2019-11,240.621464303,257.866974735,244.255848404,272.066033039,14.254926315,PROPHET
Commercial,AL,2019-12,261.488026556,258.972876299,245.082649675,273.588502166,14.254926315,PROPHET
Commercial,AL,2020-01,,260.115641248,246.940937795,274.157579152,14.254926315,PROPHET
Commercial,AL,2020-02,,261.258406197,246.512474376,274.985295291,14.254926315,PROPHET
Commercial,AR,2019-01,360.145553745,360.620774812,340.262301895,383.138469413,21.160081714,PROPHET
Commercial,AR,2019-02,356.095281142,364.213199719,342.779665539,384.632849237,21.160081714,PROPHET
Commercial,AR,2019-03,358.317628705,367.45797059,344.657208405,389.859156448,21.160081714,PROPHET
Commercial,AR,2019-04,368.570134816,371.050395484,349.51484258,393.782102847,21.160081714,PROPHET
Commercial,AR,2019-05,414.714684943,374.5269357,353.669327638,397.176617882,21.160081714,PROPHET
Commercial,AR,2019-06,376.463773337,378.119360584,356.134699739,398.133504602,21.160081714,PROPHET
Commercial,AR,2019-07,362.637962804,381.595900783,359.62682376,402.923585113,21.160081714,PROPHET
Commercial,AR,2019-08,373.861741606,385.188325657,363.140161389,405.61368236,21.160081714,PROPHET
Commercial,AR,2019-09,392.404141744,388.78075052,367.728209984,409.697806282,21.160081714,PROPHET
Commercial,AR,2019-10,423.038371905,392.257290698,368.869590949,414.843621641,21.160081714,PROPHET
Commercial,AR,2019-11,382.717696434,395.849715549,374.615554433,417.823490455,21.160081714,PROPHET
Commercial,AR,2019-12,390.063456851,399.326255728,376.672009357,420.556813542,21.160081714,PROPHET
Commercial,AR,2020-01,,402.918680579,380.946437919,425.343493855,21.160081714,PROPHET
Commercial,AR,2020-02,,406.511105429,386.056917445,427.873893413,21.160081714,PROPHET
Commercial,AZ,2019-01,436.745015572,458.765884075,432.046433921,483.214452899,39.636149147,PROPHET
Commercial,AZ,2019-02,434.13374232,457.994535043,427.757662113,484.948698407,39.636149147,PROPHET
Commercial,AZ,2019-03,450.478496418,457.297832742,430.965637106,481.986458307,39.636149147,PROPHET
Commercial,AZ,2019-04,476.627315,456.526483583,431.347648213,482.212294626,39.636149147,PROPHET
Commercial,AZ,2019-05,497.410949628,455.775699827,428.715413521,481.658222718,39.636149147,PROPHET
Commercial,AZ,2019-06,459.565452294,454.978790987,426.721145477,481.866884477,39.636149147,PROPHET
Commercial,AZ,2019-07,462.05948483,454.200925651,428.273120382,480.197827246,39.636149147,PROPHET
Commercial,AZ,2019-08,459.542992259,453.394159293,427.357451145,479.435305412,39.636149147,PROPHET
Commercial,AZ,2019-09,436.702310616,452.586828358,426.887254935,478.271266518,39.636149147,PROPHET
Commercial,AZ,2019-10,477.375264928,451.805540061,425.182086318,480.419857122,39.636149147,PROPHET
Commercial,AZ,2019-11,441.52346966,450.998208822,425.457087637,479.913909105,39.636149147,PROPHET
Commercial,AZ,2019-12,422.636902359,450.216920525,422.733149934,477.729116293,39.636149147,PROPHET
Commercial,AZ,2020-01,,449.409589286,422.858642468,475.781637386,39.636149147,PROPHET
Commercial,AZ,2020-02,,448.602258046,422.362075326,475.635867226,39.636149147,PROPHET
Commercial,All,2019-01,422.757892742,426.544199993,409.377615696,444.270426232,19.803698501,PROPHET
Commercial,All,2019-02,405.516580322,424.428924677,407.164708282,442.20193141,19.803698501,PROPHET
Commercial,All,2019-03,435.612159542,422.518353425,404.654649367,440.104357739,19.803698501,PROPHET
Commercial,All,2019-04,428.790204666,420.403078105,404.408790823,438.198472057,19.803698501,PROPHET
Commercial,All,2019-05,433.135179223,418.356037417,401.385680113,435.258429393,19.803698501,PROPHET
Commercial,All,2019-06,402.342019536,416.24076202,398.829566969,433.090581739,19.803698501,PROPHET
Commercial,All,2019-07,412.768435289,414.193721322,397.297468123,432.351020627,19.803698501,PROPHET
Commercial,All,2019-08,423.897004644,412.078445938,394.65054738,429.597840761,19.803698501,PROPHET
Commercial,All,2019-09,395.567462001,409.96317056,392.326481473,427.371581865,19.803698501,PROPHET
Commercial,All,2019-10,430.009272224,407.916129877,389.776128607,425.915692023,19.803698501,PROPHET
Commercial,All,2019-11,388.820746179,405.800854506,389.658474527,422.963404778,19.803698501,PROPHET
Commercial,All,2019-12,403.091582291,403.753813823,385.252119572,420.787952048,19.803698501,PROPHET
Commercial,All,2020-01,,401.638538451,385.390604292,419.15342639,19.803698501,PROPHET
Commercial,All,2020-02,,399.52326308,383.517841809,417.245908777,19.803698501,PROPHET
Commercial,CA,2019-01,624.764687211,637.325523427,607.334501755,666.52520753,40.240256195,PROPHET
Commercial,CA,2019-02,599.238782173,634.750554952,602.438053226,664.649075278,40.240256195,PROPHET
Commercial,CA,2019-03,653.400921097,632.424776947,600.831609146,665.2594751,40.240256195,PROPHET
Commercial,CA,2019-04,646.895284781,629.849808455,599.219029504,660.418023534,40.240256195,PROPHET
Commercial,CA,2019-05,654.146934188,627.357900461,596.073998241,660.097174982,40.240256195,PROPHET
Commercial,CA,2019-06,607.648262671,624.782928841,594.358998268,655.687088903,40.240256195,PROPHET
Commercial,CA,2019-07,631.478843441,622.291020779,591.973717852,652.371232288,40.240256195,PROPHET
Commercial,CA,2019-08,633.539849655,619.716049113,587.942890073,651.40737962,40.240256195,PROPHET
Commercial,CA,2019-09,589.264104284,617.141077431,584.741254814,647.44988551,40.240256195,PROPHET
Commercial,CA,2019-10,659.128394108,614.649169385,583.764316162,645.32621342,40.240256195,PROPHET
Commercial,CA,2019-11,585.92507641,612.074197737,580.357440509,640.881416646,40.240256195,PROPHET
Commercial,CA,2019-12,596.43421975,609.582289691,579.061382174,641.136267328,40.240256195,PROPHET
Commercial,CA,2020-01,,607.007318043,575.437712828,638.499922749,40.240256195,PROPHET
Commercial,CA,2020-02,,604.432346395,573.589337315,635.785964424,40.240256195,PROPHET
Commercial,CO,2019-01,344.409819184,334.948936792,315.149025405,354.854141476,33.359796693,PROPHET
Commercial,CO,2019-02,332.642650852,338.162561916,317.631424348,359.483836579,33.359796693,PROPHET
Commercial,CO,2019-03,349.944867641,341.065191073,319.734835547,362.254524275,33.359796693,PROPHET
Commercial,CO,2019-04,338.421775286,344.278816202,322.068535586,365.391342255,33.359796693,PROPHET
Commercial,CO,2019-05,357.839914593,347.388776021,326.104442034,369.766186834,33.359796693,PROPHET
Commercial,CO,2019-06,340.062258065,350.602401165,328.304702758,371.170177943,33.359796693,PROPHET
Commercial,CO,2019-07,333.737679256,353.712360991,331.635947813,375.092536225,33.359796693,PROPHET
Commercial,CO,2019-08,374.357932873,356.925986156,335.328015173,378.92240257,33.359796693,PROPHET
Commercial,CO,2019-09,329.217682392,360.139655552,338.305679742,381.050567935,33.359796693,PROPHET
Commercial,CO,2019-10,386.228083015,363.249658201,343.131666176,385.111599854,33.359796693,PROPHET
Commercial,CO,2019-11,350.770327923,366.463327604,345.326474586,387.734754466,33.359796693,PROPHET
Commercial,CO,2019-12,388.912845445,369.573330253,350.10483272,389.378203421,33.359796693,PROPHET
Commercial,CO,2020-01,,372.786999656,349.391558266,394.676023829,33.359796693,PROPHET
Commercial,CO,2020-02,,376.000669059,355.171028242,395.589960938,33.359796693,PROPHET
Commercial,CT,2019-01,456.251121675,447.455617286,432.945695539,461.467175376,19.626808134,PROPHET
Commercial,CT,2019-02,423.229674446,442.606750276,427.445086364,456.962363554,19.626808134,PROPHET
Commercial,CT,2019-03,430.236493305,438.227128208,424.210872278,451.413213384,19.626808134,PROPHET
Commercial,CT,2019-04,439.912717403,433.378260605,419.129045224,447.405234116,19.626808134,PROPHET
Commercial,CT,2019-05,445.052914808,428.685808079,413.874632775,442.433957654,19.626808134,PROPHET
Commercial,CT,2019-06,420.162128144,423.836938107,409.899469418,437.694607686,19.626808134,PROPHET
Commercial,CT,2019-07,418.703078477,419.143377921,405.293413514,433.755500581,19.626808134,PROPHET
Commercial,CT,2019-08,415.250406329,414.293365875,400.578732528,427.480465882,19.626808134,PROPHET
Commercial,CT,2019-09,406.62095618,409.443353325,395.351548158,422.838284388,19.626808134,PROPHET
Commercial,CT,2019-10,425.399931944,404.749792969,390.571036624,419.309217251,19.626808134,PROPHET
Commercial,CT,2019-11,390.633188653,399.899780601,385.422496637,412.086869924,19.626808134,PROPHET
Commercial,CT,2019-12,385.442003356,395.206220245,381.381152546,409.424633509,19.626808134,PROPHET
Commercial,CT,2020-01,,390.356207878,376.551258289,404.696318914,19.626808134,PROPHET
Commercial,CT,2020-02,,385.50619551,372.119585624,399.197430581,19.626808134,PROPHET
Commercial,DC,2019-01,253.828123918,267.322061313,217.867699546,320.700980768,14.760548982,PROPHET
Commercial,DC,2019-02,251.92637931,267.911919032,219.888251489,316.633325536,14.760548982,PROPHET
Commercial,DC,2019-03,248.987166491,268.444693748,217.209803613,316.371172488,14.760548982,PROPHET
Commercial,DC,2019-04,299.725571878,269.034551477,215.043000522,319.361793361,14.760548982,PROPHET
Commercial,DC,2019-05,380.729733333,269.605381537,221.541832128,320.204257844,14.760548982,PROPHET
Commercial,DC,2019-06,229.374725044,270.195239258,218.219585847,318.383764454,14.760548982,PROPHET
Commercial,DC,2019-07,239.385570283,270.766069313,222.730360236,323.254416161,14.760548982,PROPHET
Commercial,DC,2019-08,248.630139385,271.355927038,223.264583905,321.943316644,14.760548982,PROPHET
Commercial,DC,2019-09,249.193800213,271.945784766,221.736335294,321.712115523,14.760548982,PROPHET
Commercial,DC,2019-10,302.673264507,272.51661483,221.420038835,324.787940473,14.760548982,PROPHET
Commercial,DC,2019-11,255.933125224,273.106472563,221.840699036,326.859090957,14.760548982,PROPHET
Commercial,DC,2019-12,285.938734358,273.677302628,224.084540266,324.540168669,14.760548982,PROPHET
