MONTHS,ACTIVE_MEMBERS,STATECODE,LOB
2019-09,5565,SD,Commercial
2019-09,6,SD,Medicaid
2019-09,95,SD,Medicare
2019-09,57827,TN,Commercial
2019-09,127,TN,Medicaid
2019-09,47255,TN,Medicare
2019-09,687585,TX,Commercial
2019-09,36536,TX,Medicaid
2019-09,714524,TX,Medicare
2019-09,19272,UT,Commercial
2019-09,74,UT,Medicaid
2019-09,5391,UT,Medicare
2019-09,233273,VA,Commercial
2019-09,75,VA,Medicaid
2019-09,95784,VA,Medicare
2019-09,8041,VT,Commercial
2019-09,14,VT,Medicaid
2019-09,28,VT,Medicare
2019-09,67670,WA,Commercial
2019-09,50352,WA,Medicaid
2019-09,63466,WA,Medicare
2019-09,88778,WI,Commercial
2019-09,18293,WI,Medicaid
2019-09,31882,WI,Medicare
2019-09,13347,WV,Commercial
2019-09,2,WV,Medicaid
2019-09,28520,WV,Medicare
2019-09,5034,WY,Commercial
2019-09,3,WY,Medicaid
2019-09,41,WY,Medicare
2019-09,17598,,Commercial
2019-09,39,,Medicaid
2019-09,3872,,Medicare
2019-10,2827,AK,Commercial
2019-10,5,AK,Medicaid
2019-10,61,AK,Medicare
2019-10,31401,AL,Commercial
2019-10,12,AL,Medicaid
2019-10,488,AL,Medicare
2019-10,31148,AR,Commercial
2019-10,17,AR,Medicaid
2019-10,3149,AR,Medicare
2019-10,59600,AZ,Commercial
2019-10,200,AZ,Medicaid
2019-10,65539,AZ,Medicare
2019-10,790134,CA,Commercial
2019-10,44619,CA,Medicaid
2019-10,648629,CA,Medicare
2019-10,86996,CO,Commercial
2019-10,462,CO,Medicaid
2019-10,32149,CO,Medicare
2019-10,72047,CT,Commercial
2019-10,72,CT,Medicaid
2019-10,2236,CT,Medicare
2019-10,2910,DC,Commercial
2019-10,5,DC,Medicaid
2019-10,18956,DC,Medicare
2019-10,6702,DE,Commercial
2019-10,5117,DE,Medicaid
2019-10,15613,DE,Medicare
2019-10,330163,FL,Commercial
2019-10,1168,FL,Medicaid
2019-10,375517,FL,Medicare
2019-10,239955,GA,Commercial
2019-10,89,GA,Medicaid
2019-10,321170,GA,Medicare
2019-10,3559,HI,Commercial
2019-10,7,HI,Medicaid
2019-10,9436,HI,Medicare
2019-10,18356,IA,Commercial
2019-10,30,IA,Medicaid
2019-10,66881,IA,Medicare
2019-10,54717,ID,Commercial
2019-10,578,ID,Medicaid
2019-10,168,ID,Medicare
2019-10,511349,IL,Commercial
2019-10,6562,IL,Medicaid
2019-10,213958,IL,Medicare
2019-10,199661,IN,Commercial
2019-10,33,IN,Medicaid
2019-10,92287,IN,Medicare
2019-10,23592,KS,Commercial
2019-10,22,KS,Medicaid
2019-10,23472,KS,Medicare
2019-10,145842,KY,Commercial
2019-10,29,KY,Medicaid
2019-10,79269,KY,Medicare
2019-10,30984,LA,Commercial
2019-10,36,LA,Medicaid
2019-10,101861,LA,Medicare
2019-10,56073,MA,Commercial
2019-10,556,MA,Medicaid
2019-10,2796,MA,Medicare
2019-10,28391,MD,Commercial
2019-10,45,MD,Medicaid
2019-10,76636,MD,Medicare
2019-10,37646,ME,Commercial
2019-10,446,ME,Medicaid
2019-10,54,ME,Medicare
2019-10,415189,MI,Commercial
2019-10,1049,MI,Medicaid
2019-10,115242,MI,Medicare
2019-10,24423,MN,Commercial
2019-10,50,MN,Medicaid
2019-10,4105,MN,Medicare
2019-10,110896,MO,Commercial
2019-10,344,MO,Medicaid
2019-10,43145,MO,Medicare
2019-10,30526,MS,Commercial
2019-10,1239,MS,Medicaid
2019-10,26905,MS,Medicare
2019-10,23561,MT,Commercial
2019-10,451,MT,Medicaid
2019-10,85,MT,Medicare
2019-10,89534,NC,Commercial
2019-10,38,NC,Medicaid
2019-10,1041,NC,Medicare
2019-10,4669,ND,Commercial
2019-10,5,ND,Medicaid
2019-10,75,ND,Medicare
2019-10,11763,NE,Commercial
2019-10,12,NE,Medicaid
2019-10,14907,NE,Medicare
2019-10,28287,NH,Commercial
2019-10,358,NH,Medicaid
2019-10,9287,NH,Medicare
2019-10,220601,NJ,Commercial
2019-10,793,NJ,Medicaid
2019-10,109304,NJ,Medicare
2019-10,86797,NM,Commercial
2019-10,3724,NM,Medicaid
2019-10,98028,NM,Medicare
2019-10,32310,NV,Commercial
2019-10,53,NV,Medicaid
2019-10,27002,NV,Medicare
2019-10,329024,NY,Commercial
2019-10,682,NY,Medicaid
2019-10,200139,NY,Medicare
2019-10,460642,OH,Commercial
2019-10,600,OH,Medicaid
2019-10,53575,OH,Medicare
2019-10,96155,OK,Commercial
2019-10,790,OK,Medicaid
2019-10,579,OK,Medicare
2019-10,27191,OR,Commercial
2019-10,140,OR,Medicaid
2019-10,10069,OR,Medicare
2019-10,114740,PA,Commercial
2019-10,8709,PA,Medicaid
2019-10,135223,PA,Medicare
2019-10,13907,PR,Commercial
2019-10,18014,PR,Medicaid
2019-10,157,PR,Medicare
2019-10,8754,RI,Commercial
2019-10,20,RI,Medicaid
2019-10,992,RI,Medicare
2019-10,38190,SC,Commercial
2019-10,33,SC,Medicaid
2019-10,89066,SC,Medicare
2019-10,5550,SD,Commercial
2019-10,6,SD,Medicaid
2019-10,92,SD,Medicare
2019-10,57707,TN,Commercial
2019-10,118,TN,Medicaid
2019-10,47214,TN,Medicare
2019-10,687664,TX,Commercial
2019-10,36789,TX,Medicaid
2019-10,716230,TX,Medicare
2019-10,19311,UT,Commercial
2019-10,75,UT,Medicaid
2019-10,5345,UT,Medicare
2019-10,233284,VA,Commercial
2019-10,75,VA,Medicaid
2019-10,96805,VA,Medicare
2019-10,8000,VT,Commercial
2019-10,13,VT,Medicaid
2019-10,28,VT,Medicare
2019-10,67501,WA,Commercial
2019-10,50126,WA,Medicaid
2019-10,63628,WA,Medicare
2019-10,88791,WI,Commercial
2019-10,18246,WI,Medicaid
2019-10,31901,WI,Medicare
2019-10,13377,WV,Commercial
2019-10,2,WV,Medicaid
2019-10,28583,WV,Medicare
2019-10,5039,WY,Commercial
2019-10,2,WY,Medicaid
2019-10,39,WY,Medicare
2019-10,17486,,Commercial
2019-10,39,,Medicaid
2019-10,3615,,Medicare
2019-11,2823,AK,Commercial
2019-11,5,AK,Medicaid
2019-11,57,AK,Medicare
2019-11,31599,AL,Commercial
2019-11,10,AL,Medicaid
2019-11,472,AL,Medicare
2019-11,30977,AR,Commercial
2019-11,12,AR,Medicaid
2019-11,3164,AR,Medicare
2019-11,59242,AZ,Commercial
2019-11,197,AZ,Medicaid
2019-11,64574,AZ,Medicare
2019-11,788007,CA,Commercial
2019-11,43656,CA,Medicaid
2019-11,621117,CA,Medicare
2019-11,86485,CO,Commercial
2019-11,436,CO,Medicaid
2019-11,32201,CO,Medicare
2019-11,71876,CT,Commercial
2019-11,72,CT,Medicaid
2019-11,2224,CT,Medicare
2019-11,2895,DC,Commercial
2019-11,6,DC,Medicaid
2019-11,18954,DC,Medicare
2019-11,6672,DE,Commercial
2019-11,5087,DE,Medicaid
2019-11,15711,DE,Medicare
2019-11,328477,FL,Commercial
2019-11,1109,FL,Medicaid
2019-11,375176,FL,Medicare
2019-11,269661,GA,Commercial
2019-11,92,GA,Medicaid
2019-11,319335,GA,Medicare
2019-11,3566,HI,Commercial
2019-11,6,HI,Medicaid
2019-11,9502,HI,Medicare
2019-11,18311,IA,Commercial
2019-11,26,IA,Medicaid
2019-11,66939,IA,Medicare
2019-11,54244,ID,Commercial
2019-11,554,ID,Medicaid
2019-11,164,ID,Medicare
2019-11,511793,IL,Commercial
2019-11,6543,IL,Medicaid
2019-11,212867,IL,Medicare
2019-11,198840,IN,Commercial
2019-11,34,IN,Medicaid
2019-11,92327,IN,Medicare
2019-11,23548,KS,Commercial
2019-11,20,KS,Medicaid
2019-11,23522,KS,Medicare
2019-11,144824,KY,Commercial
2019-11,29,KY,Medicaid
2019-11,78967,KY,Medicare
2019-11,30860,LA,Commercial
2019-11,36,LA,Medicaid
2019-11,101539,LA,Medicare
2019-11,55697,MA,Commercial
2019-11,535,MA,Medicaid
2019-11,2818,MA,Medicare
2019-11,28165,MD,Commercial
2019-11,44,MD,Medicaid
2019-11,76538,MD,Medicare
2019-11,37553,ME,Commercial
2019-11,439,ME,Medicaid
2019-11,57,ME,Medicare
2019-11,413611,MI,Commercial
2019-11,1019,MI,Medicaid
2019-11,114502,MI,Medicare
2019-11,24346,MN,Commercial
2019-11,49,MN,Medicaid
2019-11,4092,MN,Medicare
2019-11,110613,MO,Commercial
2019-11,317,MO,Medicaid
2019-11,42925,MO,Medicare
2019-11,30457,MS,Commercial
2019-11,2814,MS,Medicaid
2019-11,25153,MS,Medicare
2019-11,23550,MT,Commercial
2019-11,451,MT,Medicaid
2019-11,75,MT,Medicare
2019-11,89230,NC,Commercial
2019-11,37,NC,Medicaid
2019-11,965,NC,Medicare
2019-11,4667,ND,Commercial
2019-11,4,ND,Medicaid
2019-11,73,ND,Medicare
2019-11,11713,NE,Commercial
2019-11,12,NE,Medicaid
2019-11,14955,NE,Medicare
2019-11,28171,NH,Commercial
2019-11,337,NH,Medicaid
2019-11,9359,NH,Medicare
2019-11,220410,NJ,Commercial
2019-11,807,NJ,Medicaid
2019-11,108688,NJ,Medicare
2019-11,86092,NM,Commercial
2019-11,3788,NM,Medicaid
2019-11,98113,NM,Medicare
2019-11,32164,NV,Commercial
2019-11,49,NV,Medicaid
2019-11,26949,NV,Medicare
2019-11,328587,NY,Commercial
2019-11,692,NY,Medicaid
2019-11,198178,NY,Medicare
2019-11,310035,OH,Commercial
2019-11,582,OH,Medicaid
2019-11,52799,OH,Medicare
2019-11,96270,OK,Commercial
2019-11,789,OK,Medicaid
2019-11,553,OK,Medicare
2019-11,27079,OR,Commercial
2019-11,132,OR,Medicaid
2019-11,10024,OR,Medicare
2019-11,113623,PA,Commercial
2019-11,8631,PA,Medicaid
2019-11,134902,PA,Medicare
2019-11,13854,PR,Commercial
2019-11,18021,PR,Medicaid
2019-11,151,PR,Medicare
2019-11,8711,RI,Commercial
2019-11,17,RI,Medicaid
2019-11,895,RI,Medicare
2019-11,38123,SC,Commercial
2019-11,32,SC,Medicaid
2019-11,89174,SC,Medicare
2019-11,5498,SD,Commercial
2019-11,6,SD,Medicaid
2019-11,83,SD,Medicare
2019-11,57500,TN,Commercial
2019-11,121,TN,Medicaid
2019-11,47270,TN,Medicare
2019-11,685254,TX,Commercial
2019-11,36363,TX,Medicaid
2019-11,708594,TX,Medicare
2019-11,19237,UT,Commercial
2019-11,76,UT,Medicaid
2019-11,5174,UT,Medicare
2019-11,236556,VA,Commercial
2019-11,71,VA,Medicaid
2019-11,97042,VA,Medicare
2019-11,7884,VT,Commercial
2019-11,13,VT,Medicaid
2019-11,25,VT,Medicare
2019-11,67212,WA,Commercial
2019-11,48721,WA,Medicaid
2019-11,62910,WA,Medicare
2019-11,92551,WI,Commercial
2019-11,18178,WI,Medicaid
2019-11,31700,WI,Medicare
2019-11,12989,WV,Commercial
2019-11,2,WV,Medicaid
2019-11,28682,WV,Medicare
2019-11,4982,WY,Commercial
2019-11,2,WY,Medicaid
2019-11,36,WY,Medicare
2019-11,17295,,Commercial
2019-11,40,,Medicaid
2019-11,3377,,Medicare
2019-12,2806,AK,Commercial
2019-12,1,AK,Medicaid
2019-12,60,AK,Medicare
2019-12,31488,AL,Commercial
2019-12,8,AL,Medicaid
2019-12,447,AL,Medicare
2019-12,30485,AR,Commercial
2019-12,7,AR,Medicaid
2019-12,3239,AR,Medicare
2019-12,58976,AZ,Commercial
2019-12,149,AZ,Medicaid
2019-12,63922,AZ,Medicare
2019-12,782061,CA,Commercial
2019-12,793,CA,Medicaid
2019-12,617429,CA,Medicare
2019-12,86394,CO,Commercial
2019-12,446,CO,Medicaid
2019-12,31856,CO,Medicare
2019-12,71596,CT,Commercial
2019-12,59,CT,Medicaid
2019-12,2230,CT,Medicare
2019-12,2898,DC,Commercial
2019-12,6,DC,Medicaid
2019-12,18898,DC,Medicare
2019-12,6661,DE,Commercial
2019-12,5019,DE,Medicaid
2019-12,15723,DE,Medicare
2019-12,321561,FL,Commercial
2019-12,486,FL,Medicaid
2019-12,367597,FL,Medicare
2019-12,268239,GA,Commercial
2019-12,46,GA,Medicaid
2019-12,314048,GA,Medicare
2019-12,3556,HI,Commercial
2019-12,3,HI,Medicaid
2019-12,9586,HI,Medicare
2019-12,18273,IA,Commercial
2019-12,18,IA,Medicaid
2019-12,67024,IA,Medicare
2019-12,53477,ID,Commercial
2019-12,530,ID,Medicaid
2019-12,151,ID,Medicare
2019-12,511248,IL,Commercial
2019-12,6197,IL,Medicaid
2019-12,192711,IL,Medicare
2019-12,198531,IN,Commercial
2019-12,28,IN,Medicaid
2019-12,92492,IN,Medicare
2019-12,23467,KS,Commercial
2019-12,12,KS,Medicaid
2019-12,23648,KS,Medicare
2019-12,144501,KY,Commercial
2019-12,19,KY,Medicaid
2019-12,78444,KY,Medicare
2019-12,30417,LA,Commercial
2019-12,24,LA,Medicaid
2019-12,101069,LA,Medicare
2019-12,55349,MA,Commercial
2019-12,509,MA,Medicaid
2019-12,2829,MA,Medicare
2019-12,28120,MD,Commercial
2019-12,35,MD,Medicaid
2019-12,76546,MD,Medicare
2019-12,37512,ME,Commercial
2019-12,428,ME,Medicaid
2019-12,54,ME,Medicare
2019-12,404641,MI,Commercial
2019-12,985,MI,Medicaid
2019-12,83424,MI,Medicare
2019-12,24286,MN,Commercial
2019-12,46,MN,Medicaid
2019-12,4042,MN,Medicare
2019-12,110189,MO,Commercial
2019-12,279,MO,Medicaid
2019-12,42737,MO,Medicare
2019-12,29571,MS,Commercial
2019-12,7,MS,Medicaid
2019-12,20072,MS,Medicare
2019-12,23625,MT,Commercial
2019-12,454,MT,Medicaid
2019-12,71,MT,Medicare
2019-12,88955,NC,Commercial
2019-12,35,NC,Medicaid
2019-12,898,NC,Medicare
2019-12,4645,ND,Commercial
2019-12,3,ND,Medicaid
2019-12,66,ND,Medicare
2019-12,11654,NE,Commercial
2019-12,3,NE,Medicaid
2019-12,14882,NE,Medicare
2019-12,28114,NH,Commercial
2019-12,326,NH,Medicaid
2019-12,9745,NH,Medicare
2019-12,220913,NJ,Commercial
2019-12,759,NJ,Medicaid
2019-12,98414,NJ,Medicare
2019-12,61834,NM,Commercial
2019-12,3798,NM,Medicaid
2019-12,66609,NM,Medicare
2019-12,32258,NV,Commercial
2019-12,17,NV,Medicaid
2019-12,26952,NV,Medicare
2019-12,293175,NY,Commercial
2019-12,189,NY,Medicaid
2019-12,182732,NY,Medicare
2019-12,307514,OH,Commercial
2019-12,499,OH,Medicaid
2019-12,35583,OH,Medicare
2019-12,96614,OK,Commercial
2019-12,803,OK,Medicaid
2019-12,511,OK,Medicare
2019-12,27042,OR,Commercial
2019-12,85,OR,Medicaid
2019-12,9995,OR,Medicare
2019-12,113627,PA,Commercial
2019-12,8305,PA,Medicaid
2019-12,134733,PA,Medicare
2019-12,13820,PR,Commercial
2019-12,5,PR,Medicaid
2019-12,134,PR,Medicare
2019-12,8594,RI,Commercial
2019-12,8,RI,Medicaid
2019-12,890,RI,Medicare
2019-12,37406,SC,Commercial
2019-12,14,SC,Medicaid
2019-12,77808,SC,Medicare
2019-12,5482,SD,Commercial
2019-12,6,SD,Medicaid
2019-12,76,SD,Medicare
2019-12,57067,TN,Commercial
2019-12,109,TN,Medicaid
2019-12,47216,TN,Medicare
2019-12,672108,TX,Commercial
2019-12,34090,TX,Medicaid
2019-12,697111,TX,Medicare
2019-12,18218,UT,Commercial
2019-12,15,UT,Medicaid
2019-12,413,UT,Medicare
2019-12,232404,VA,Commercial
2019-12,67,VA,Medicaid
2019-12,95373,VA,Medicare
2019-12,7732,VT,Commercial
2019-12,10,VT,Medicaid
2019-12,20,VT,Medicare
2019-12,63992,WA,Commercial
2019-12,34,WA,Medicaid
2019-12,41303,WA,Medicare
2019-12,91924,WI,Commercial
2019-12,17336,WI,Medicaid
2019-12,27242,WI,Medicare
2019-12,12954,WV,Commercial
2019-12,2,WV,Medicaid
2019-12,28538,WV,Medicare
2019-12,4934,WY,Commercial
2019-12,2,WY,Medicaid
2019-12,35,WY,Medicare
2019-12,16973,,Commercial
2019-12,28,,Medicaid
2019-12,3136,,Medicare
2020-01,1978,AK,Commercial
2020-01,37,AK,Medicare
2020-01,22146,AL,Commercial
2020-01,6,AL,Medicaid
2020-01,295,AL,Medicare
2020-01,11699,AR,Commercial
2020-01,2040,AR,Medicare
2020-01,30155,AZ,Commercial
2020-01,106,AZ,Medicaid
2020-01,58168,AZ,Medicare
2020-01,393491,CA,Commercial
2020-01,39,CA,Medicaid
2020-01,472366,CA,Medicare
2020-01,53885,CO,Commercial
2020-01,400,CO,Medicaid
2020-01,29454,CO,Medicare
2020-01,46773,CT,Commercial
2020-01,30,CT,Medicaid
2020-01,1771,CT,Medicare
2020-01,2139,DC,Commercial
2020-01,5,DC,Medicaid
2020-01,18280,DC,Medicare
2020-01,4866,DE,Commercial
2020-01,4649,DE,Medicaid
2020-01,14802,DE,Medicare
2020-01,221413,FL,Commercial
2020-01,373,FL,Medicaid
2020-01,315096,FL,Medicare
2020-01,146819,GA,Commercial
2020-01,13,GA,Medicaid
2020-01,112034,GA,Medicare
2020-01,2223,HI,Commercial
2020-01,2,HI,Medicaid
2020-01,8556,HI,Medicare
2020-01,13958,IA,Commercial
2020-01,7,IA,Medicaid
2020-01,55704,IA,Medicare
2020-01,40244,ID,Commercial
2020-01,487,ID,Medicaid
2020-01,108,ID,Medicare
2020-01,361955,IL,Commercial
2020-01,891,IL,Medicaid
2020-01,164041,IL,Medicare
2020-01,137605,IN,Commercial
2020-01,8,IN,Medicaid
2020-01,82428,IN,Medicare
2020-01,16810,KS,Commercial
2020-01,1,KS,Medicaid
2020-01,18267,KS,Medicare
2020-01,105135,KY,Commercial
2020-01,9,KY,Medicaid
2020-01,43132,KY,Medicare
2020-01,21303,LA,Commercial
2020-01,6,LA,Medicaid
2020-01,91163,LA,Medicare
2020-01,31618,MA,Commercial
2020-01,420,MA,Medicaid
2020-01,2023,MA,Medicare
2020-01,18231,MD,Commercial
2020-01,22,MD,Medicaid
2020-01,57881,MD,Medicare
2020-01,25590,ME,Commercial
2020-01,358,ME,Medicaid
2020-01,35,ME,Medicare
2020-01,304958,MI,Commercial
2020-01,692,MI,Medicaid
2020-01,71524,MI,Medicare
2020-01,16094,MN,Commercial
2020-01,22,MN,Medicaid
2020-01,3445,MN,Medicare
2020-01,68501,MO,Commercial
2020-01,7,MO,Medicaid
2020-01,37932,MO,Medicare
2020-01,13829,MS,Commercial
2020-01,1,MS,Medicaid
2020-01,16581,MS,Medicare
2020-01,17749,MT,Commercial
2020-01,51,MT,Medicaid
2020-01,48,MT,Medicare
2020-01,65571,NC,Commercial
2020-01,17,NC,Medicaid
2020-01,672,NC,Medicare
2020-01,3329,ND,Commercial
2020-01,1,ND,Medicaid
2020-01,43,ND,Medicare
2020-01,7995,NE,Commercial
2020-01,1,NE,Medicaid
2020-01,8312,NE,Medicare
2020-01,15729,NH,Commercial
2020-01,270,NH,Medicaid
2020-01,8321,NH,Medicare
2020-01,162051,NJ,Commercial
2020-01,695,NJ,Medicaid
2020-01,91117,NJ,Medicare
2020-01,28635,NM,Commercial
2020-01,328,NM,Medicaid
2020-01,30515,NM,Medicare
2020-01,18824,NV,Commercial
2020-01,2,NV,Medicaid
2020-01,24892,NV,Medicare
2020-01,149446,NY,Commercial
2020-01,141,NY,Medicaid
2020-01,147537,NY,Medicare
2020-01,190708,OH,Commercial
2020-01,430,OH,Medicaid
2020-01,30952,OH,Medicare
2020-01,64385,OK,Commercial
2020-01,66,OK,Medicaid
2020-01,263,OK,Medicare
2020-01,15403,OR,Commercial
2020-01,69,OR,Medicaid
2020-01,3369,OR,Medicare
2020-01,85097,PA,Commercial
2020-01,8023,PA,Medicaid
2020-01,100246,PA,Medicare
2020-01,10963,PR,Commercial
2020-01,2,PR,Medicaid
2020-01,88,PR,Medicare
2020-01,4142,RI,Commercial
2020-01,2,RI,Medicaid
2020-01,700,RI,Medicare
2020-01,25619,SC,Commercial
2020-01,5,SC,Medicaid
2020-01,72772,SC,Medicare
2020-01,3924,SD,Commercial
2020-01,3,SD,Medicaid
2020-01,54,SD,Medicare
2020-01,38101,TN,Commercial
2020-01,88,TN,Medicaid
2020-01,45983,TN,Medicare
2020-01,490120,TX,Commercial
2020-01,346,TX,Medicaid
2020-01,287252,TX,Medicare
2020-01,11930,UT,Commercial
2020-01,7,UT,Medicaid
2020-01,235,UT,Medicare
2020-01,159555,VA,Commercial
2020-01,50,VA,Medicaid
2020-01,89492,VA,Medicare
2020-01,1677,VT,Commercial
2020-01,9,VT,Medicaid
2020-01,14,VT,Medicare
2020-01,42052,WA,Commercial
2020-01,10,WA,Medicaid
2020-01,33197,WA,Medicare
2020-01,59729,WI,Commercial
2020-01,8450,WI,Medicaid
2020-01,22983,WI,Medicare
2020-01,8824,WV,Commercial
2020-01,1,WV,Medicaid
2020-01,26394,WV,Medicare
2020-01,3390,WY,Commercial
2020-01,27,WY,Medicare
2020-01,11943,,Commercial
2020-01,3,,Medicaid
2020-01,1914,,Medicare
2020-02,1918,AK,Commercial
2020-02,33,AK,Medicare
2020-02,21498,AL,Commercial
2020-02,6,AL,Medicaid
2020-02,266,AL,Medicare
2020-02,11278,AR,Commercial
2020-02,1875,AR,Medicare
2020-02,27802,AZ,Commercial
2020-02,102,AZ,Medicaid
2020-02,52803,AZ,Medicare
2020-02,377110,CA,Commercial
2020-02,38,CA,Medicaid
2020-02,453531,CA,Medicare
2020-02,52193,CO,Commercial
2020-02,375,CO,Medicaid
2020-02,27457,CO,Medicare
2020-02,45495,CT,Commercial
2020-02,28,CT,Medicaid
2020-02,1675,CT,Medicare
2020-02,2029,DC,Commercial
2020-02,5,DC,Medicaid
2020-02,16340,DC,Medicare
2020-02,4754,DE,Commercial
2020-02,4426,DE,Medicaid
2020-02,14129,DE,Medicare
2020-02,219038,FL,Commercial
2020-02,354,FL,Medicaid
2020-02,295186,FL,Medicare
2020-02,143353,GA,Commercial
2020-02,13,GA,Medicaid
2020-02,101813,GA,Medicare
2020-02,2039,HI,Commercial
2020-02,2,HI,Medicaid
2020-02,8085,HI,Medicare
2020-02,13662,IA,Commercial
2020-02,7,IA,Medicaid
2020-02,51882,IA,Medicare
2020-02,39085,ID,Commercial
2020-02,470,ID,Medicaid
2020-02,96,ID,Medicare
2020-02,353803,IL,Commercial
2020-02,871,IL,Medicaid
2020-02,148577,IL,Medicare
2020-02,133274,IN,Commercial
2020-02,8,IN,Medicaid
2020-02,77409,IN,Medicare
2020-02,16328,KS,Commercial
2020-02,1,KS,Medicaid
2020-02,17072,KS,Medicare
2020-02,102898,KY,Commercial
2020-02,9,KY,Medicaid
2020-02,39617,KY,Medicare
2020-02,20769,LA,Commercial
2020-02,6,LA,Medicaid
2020-02,83971,LA,Medicare
2020-02,30301,MA,Commercial
2020-02,393,MA,Medicaid
2020-02,1850,MA,Medicare
2020-02,17552,MD,Commercial
2020-02,21,MD,Medicaid
2020-02,55560,MD,Medicare
2020-02,25027,ME,Commercial
2020-02,332,ME,Medicaid
2020-02,32,ME,Medicare
2020-02,294145,MI,Commercial
2020-02,661,MI,Medicaid
2020-02,63265,MI,Medicare
2020-02,15497,MN,Commercial
2020-02,22,MN,Medicaid
2020-02,478,MN,Medicare
2020-02,66640,MO,Commercial
2020-02,6,MO,Medicaid
2020-02,33111,MO,Medicare
2020-02,13412,MS,Commercial
2020-02,1,MS,Medicaid
2020-02,14274,MS,Medicare
2020-02,17184,MT,Commercial
2020-02,50,MT,Medicaid
2020-02,41,MT,Medicare
2020-02,47324,NC,Commercial
2020-02,16,NC,Medicaid
2020-02,601,NC,Medicare
2020-02,3246,ND,Commercial
2020-02,1,ND,Medicaid
2020-02,40,ND,Medicare
2020-02,7738,NE,Commercial
2020-02,1,NE,Medicaid
2020-02,7417,NE,Medicare
2020-02,15248,NH,Commercial
2020-02,253,NH,Medicaid
2020-02,7377,NH,Medicare
2020-02,156326,NJ,Commercial
2020-02,665,NJ,Medicaid
2020-02,83727,NJ,Medicare
2020-02,27706,NM,Commercial
2020-02,323,NM,Medicaid
2020-02,28760,NM,Medicare
2020-02,18170,NV,Commercial
2020-02,2,NV,Medicaid
2020-02,22910,NV,Medicare
2020-02,143484,NY,Commercial
2020-02,139,NY,Medicaid
2020-02,138107,NY,Medicare
2020-02,181535,OH,Commercial
2020-02,419,OH,Medicaid
2020-02,28840,OH,Medicare
2020-02,62777,OK,Commercial
2020-02,65,OK,Medicaid
2020-02,224,OK,Medicare
2020-02,14911,OR,Commercial
2020-02,69,OR,Medicaid
2020-02,2749,OR,Medicare
2020-02,81251,PA,Commercial
2020-02,7781,PA,Medicaid
2020-02,92482,PA,Medicare
2020-02,10713,PR,Commercial
2020-02,1,PR,Medicaid
2020-02,80,PR,Medicare
2020-02,3964,RI,Commercial
2020-02,2,RI,Medicaid
2020-02,499,RI,Medicare
2020-02,24885,SC,Commercial
2020-02,5,SC,Medicaid
2020-02,69593,SC,Medicare
2020-02,3822,SD,Commercial
2020-02,3,SD,Medicaid
2020-02,51,SD,Medicare
2020-02,36996,TN,Commercial
2020-02,88,TN,Medicaid
2020-02,42710,TN,Medicare
2020-02,478049,TX,Commercial
2020-02,328,TX,Medicaid
2020-02,266700,TX,Medicare
2020-02,11543,UT,Commercial
2020-02,7,UT,Medicaid
2020-02,217,UT,Medicare
2020-02,155007,VA,Commercial
2020-02,50,VA,Medicaid
2020-02,85874,VA,Medicare
2020-02,1620,VT,Commercial
2020-02,8,VT,Medicaid
2020-02,12,VT,Medicare
2020-02,41114,WA,Commercial
2020-02,9,WA,Medicaid
2020-02,30866,WA,Medicare
2020-02,58214,WI,Commercial
2020-02,8313,WI,Medicaid
2020-02,20838,WI,Medicare
2020-02,8465,WV,Commercial
2020-02,1,WV,Medicaid
2020-02,24643,WV,Medicare
2020-02,3285,WY,Commercial
2020-02,25,WY,Medicare
2020-02,11612,,Commercial
2020-02,2,,Medicaid
2020-02,1635,,Medicare
2020-03,1887,AK,Commercial
2020-03,30,AK,Medicare
2020-03,21045,AL,Commercial
2020-03,6,AL,Medicaid
2020-03,235,AL,Medicare
2020-03,11006,AR,Commercial
2020-03,1707,AR,Medicare
2020-03,27128,AZ,Commercial
2020-03,98,AZ,Medicaid
2020-03,48260,AZ,Medicare
2020-03,365728,CA,Commercial
2020-03,38,CA,Medicaid
2020-03,437417,CA,Medicare
2020-03,51033,CO,Commercial
2020-03,349,CO,Medicaid
2020-03,25609,CO,Medicare
2020-03,44375,CT,Commercial
2020-03,27,CT,Medicaid
2020-03,1591,CT,Medicare
2020-03,1982,DC,Commercial
2020-03,5,DC,Medicaid
2020-03,15380,DC,Medicare
2020-03,4660,DE,Commercial
2020-03,4132,DE,Medicaid
2020-03,13407,DE,Medicare
2020-03,217228,FL,Commercial
2020-03,338,FL,Medicaid
2020-03,270295,FL,Medicare
2020-03,140777,GA,Commercial
2020-03,11,GA,Medicaid
2020-03,92179,GA,Medicare
2020-03,1867,HI,Commercial
2020-03,2,HI,Medicaid
2020-03,7493,HI,Medicare
2020-03,13422,IA,Commercial
2020-03,6,IA,Medicaid
2020-03,48774,IA,Medicare
2020-03,38230,ID,Commercial
2020-03,453,ID,Medicaid
2020-03,89,ID,Medicare
2020-03,347020,IL,Commercial
2020-03,861,IL,Medicaid
2020-03,138796,IL,Medicare
2020-03,130747,IN,Commercial
2020-03,8,IN,Medicaid
2020-03,72889,IN,Medicare
2020-03,15986,KS,Commercial
2020-03,1,KS,Medicaid
2020-03,16124,KS,Medicare
2020-03,100938,KY,Commercial
2020-03,9,KY,Medicaid
2020-03,36986,KY,Medicare
2020-03,20308,LA,Commercial
